,AAPL,GOOG,MSFT
2025-10-16 13:30:00+00:00,248.18499755859375,,512.510009765625
2025-10-16 13:31:00+00:00,246.8350067138672,,513.7689819335938
2025-10-16 13:33:00+00:00,247.1199951171875,,512.7199096679688
2025-10-16 13:34:00+00:00,247.49000549316406,,512.1516723632812
2025-10-16 13:35:00+00:00,248.1300048828125,,512.0
2025-10-16 13:36:00+00:00,247.64320373535156,,512.9749755859375
2025-10-16 13:37:00+00:00,247.78500366210938,,513.6599731445312
2025-10-16 13:38:00+00:00,247.77000427246094,,513.239990234375
2025-10-16 13:39:00+00:00,248.07000732421875,,513.469970703125
2025-10-16 13:40:00+00:00,247.88999938964844,,513.260009765625
2025-10-16 13:41:00+00:00,247.6649932861328,,513.2050170898438
2025-10-16 13:42:00+00:00,247.80999755859375,,512.9849853515625
2025-10-16 13:43:00+00:00,247.96499633789062,,513.6699829101562
2025-10-16 13:44:00+00:00,248.11099243164062,,513.8800048828125
2025-10-16 13:45:00+00:00,248.08990478515625,,515.2899780273438
2025-10-16 13:46:00+00:00,248.0800018310547,,515.0150146484375
2025-10-16 13:47:00+00:00,247.86300659179688,,513.969970703125
2025-10-16 13:48:00+00:00,247.74000549316406,,514.1099853515625
2025-10-16 13:49:00+00:00,247.58999633789062,,514.0549926757812
2025-10-16 13:50:00+00:00,247.72000122070312,,514.405029296875
2025-10-16 13:51:00+00:00,247.61000061035156,,514.0650024414062
2025-10-16 13:52:00+00:00,247.78500366210938,,514.4000244140625
2025-10-16 13:53:00+00:00,247.7550048828125,,514.3234252929688
2025-10-16 13:54:00+00:00,247.52999877929688,,514.4149780273438
2025-10-16 13:55:00+00:00,247.6199951171875,,514.5900268554688
2025-10-16 13:56:00+00:00,247.45640563964844,,514.6300048828125
2025-10-16 13:57:00+00:00,247.6865997314453,,514.6599731445312
2025-10-16 13:58:00+00:00,247.74859619140625,,514.72998046875
2025-10-16 13:59:00+00:00,247.5,,514.3900146484375
2025-10-16 14:00:00+00:00,247.52999877929688,,513.8499755859375
2025-10-16 14:01:00+00:00,247.4499969482422,,514.1099853515625
2025-10-16 14:02:00+00:00,247.27090454101562,,513.8200073242188
2025-10-16 14:03:00+00:00,247.1186981201172,,513.6799926757812
2025-10-16 14:04:00+00:00,247.19000244140625,,513.8599853515625
2025-10-16 14:05:00+00:00,247.39999389648438,,514.2650146484375
2025-10-16 14:06:00+00:00,247.33999633789062,,514.1799926757812
2025-10-16 14:07:00+00:00,247.3699951171875,,514.3250122070312
2025-10-16 14:08:00+00:00,247.38999938964844,,514.4550170898438
2025-10-16 14:09:00+00:00,247.21499633789062,,513.8699951171875
2025-10-16 14:10:00+00:00,247.2449951171875,,513.9949951171875
2025-10-16 14:11:00+00:00,246.99000549316406,,513.6879272460938
2025-10-16 14:12:00+00:00,247.14500427246094,,513.0401000976562
2025-10-16 14:13:00+00:00,247.02679443359375,,513.1500244140625
2025-10-16 14:14:00+00:00,247.14999389648438,,513.6699829101562
2025-10-16 14:15:00+00:00,247.10000610351562,,514.22998046875
2025-10-16 14:16:00+00:00,247.39169311523438,,514.3200073242188
2025-10-16 14:17:00+00:00,247.42999267578125,,514.1900024414062
2025-10-16 14:18:00+00:00,247.46420288085938,,514.5750122070312
2025-10-16 14:19:00+00:00,247.17999267578125,,514.6199951171875
2025-10-16 14:20:00+00:00,247.2895965576172,,515.0349731445312
2025-10-16 14:21:00+00:00,247.50999450683594,,515.1900024414062
2025-10-16 14:22:00+00:00,247.5500030517578,,515.260009765625
2025-10-16 14:23:00+00:00,247.43499755859375,,515.1599731445312
2025-10-16 14:24:00+00:00,247.27999877929688,,514.8099975585938
2025-10-16 14:25:00+00:00,247.52000427246094,,515.0
2025-10-16 14:26:00+00:00,247.2899932861328,,514.1599731445312
2025-10-16 14:27:00+00:00,247.19500732421875,,514.7750244140625
2025-10-16 14:28:00+00:00,247.1916046142578,,514.5599975585938
2025-10-16 14:29:00+00:00,247.50999450683594,,514.8800048828125
2025-10-16 14:30:00+00:00,247.5800018310547,,514.7698974609375
2025-10-16 14:31:00+00:00,248.0,,515.1199951171875
2025-10-16 14:32:00+00:00,247.85499572753906,,515.0900268554688
2025-10-16 14:33:00+00:00,247.7899932861328,,515.2100219726562
2025-10-16 14:34:00+00:00,247.96400451660156,,515.4000244140625
2025-10-16 14:35:00+00:00,248.1699981689453,,515.27001953125
2025-10-16 14:36:00+00:00,248.22000122070312,,515.3099975585938
2025-10-16 14:37:00+00:00,248.36500549316406,,515.5
2025-10-16 14:38:00+00:00,248.4499969482422,,515.5750122070312
2025-10-16 14:39:00+00:00,248.38009643554688,,515.47998046875
2025-10-16 14:40:00+00:00,248.4550018310547,,515.4600219726562
2025-10-16 14:41:00+00:00,248.55999755859375,,515.9099731445312
2025-10-16 14:42:00+00:00,248.63999938964844,,516.47998046875
2025-10-16 14:43:00+00:00,248.69000244140625,,516.6900024414062
