,AAPL,GOOG,MSFT
2025-05-23 13:30:00+00:00,195.38499450683594,170.10000610351562,
2025-05-23 13:31:00+00:00,195.72000122070312,170.1999969482422,
2025-05-23 13:32:00+00:00,195.8249969482422,170.9600067138672,
2025-05-23 13:33:00+00:00,196.57000732421875,170.73500061035156,
2025-05-23 13:34:00+00:00,196.50999450683594,170.34950256347656,
2025-05-23 13:35:00+00:00,196.8699951171875,170.85850524902344,
2025-05-23 13:36:00+00:00,196.97000122070312,170.73989868164062,
2025-05-23 13:37:00+00:00,196.7689971923828,170.4149932861328,
2025-05-23 13:38:00+00:00,196.89999389648438,170.38999938964844,
2025-05-23 13:39:00+00:00,196.64500427246094,170.1999969482422,
2025-05-23 13:40:00+00:00,196.7100067138672,170.08999633789062,
2025-05-23 13:41:00+00:00,196.92999267578125,170.58999633789062,
2025-05-23 13:42:00+00:00,196.6042938232422,170.5,
2025-05-23 13:43:00+00:00,196.02999877929688,170.24000549316406,
2025-05-23 13:44:00+00:00,196.0,170.40989685058594,
2025-05-23 13:45:00+00:00,195.72000122070312,169.97999572753906,
2025-05-23 13:46:00+00:00,195.625,169.77999877929688,
2025-05-23 13:47:00+00:00,195.7698974609375,169.67999267578125,
2025-05-23 13:48:00+00:00,195.7200927734375,169.49000549316406,
2025-05-23 13:49:00+00:00,195.67999267578125,169.47000122070312,
2025-05-23 13:50:00+00:00,195.86000061035156,169.8697967529297,
2025-05-23 13:51:00+00:00,195.66000366210938,169.8701934814453,
2025-05-23 13:52:00+00:00,195.97579956054688,169.88999938964844,
2025-05-23 13:53:00+00:00,195.7899932861328,169.3800048828125,
2025-05-23 13:54:00+00:00,195.52000427246094,169.63999938964844,
2025-05-23 13:55:00+00:00,195.92999267578125,169.47000122070312,
2025-05-23 13:56:00+00:00,196.42999267578125,169.6230010986328,
2025-05-23 13:57:00+00:00,196.5399932861328,169.72000122070312,
2025-05-23 13:58:00+00:00,196.61000061035156,169.87530517578125,
2025-05-23 13:59:00+00:00,196.3699951171875,169.91969299316406,
2025-05-23 14:00:00+00:00,196.2375946044922,169.8300018310547,
2025-05-23 14:01:00+00:00,196.26939392089844,170.19000244140625,
2025-05-23 14:02:00+00:00,196.3896026611328,170.0399932861328,
2025-05-23 14:03:00+00:00,196.14990234375,170.0679931640625,
2025-05-23 14:04:00+00:00,196.17019653320312,170.3800048828125,
2025-05-23 14:05:00+00:00,196.2100067138672,170.36000061035156,
2025-05-23 14:06:00+00:00,196.10000610351562,170.38999938964844,
2025-05-23 14:07:00+00:00,196.52000427246094,170.33999633789062,
2025-05-23 14:08:00+00:00,196.85989379882812,170.3800048828125,
2025-05-23 14:09:00+00:00,196.60980224609375,170.25799560546875,
2025-05-23 14:10:00+00:00,196.58999633789062,170.13999938964844,
2025-05-23 14:11:00+00:00,196.49000549316406,170.27000427246094,
2025-05-23 14:12:00+00:00,197.13999938964844,170.7050018310547,
2025-05-23 14:13:00+00:00,196.8300018310547,170.63999938964844,
2025-05-23 14:14:00+00:00,196.92999267578125,170.7700958251953,
2025-05-23 14:15:00+00:00,196.86000061035156,170.6699981689453,
2025-05-23 14:16:00+00:00,196.94000244140625,170.63999938964844,
2025-05-23 14:17:00+00:00,196.89999389648438,170.61459350585938,
2025-05-23 14:18:00+00:00,196.9676055908203,170.48989868164062,
2025-05-23 14:19:00+00:00,196.94000244140625,170.4199981689453,
2025-05-23 14:20:00+00:00,196.7899932861328,170.33999633789062,
2025-05-23 14:21:00+00:00,196.5800018310547,170.25999450683594,
2025-05-23 14:22:00+00:00,196.81919860839844,170.35499572753906,
2025-05-23 14:23:00+00:00,196.85000610351562,170.52000427246094,
