,AAPL,GOOG,MSFT
2026-03-10 13:30:00+00:00,258.44000244140625,,407.69500732421875
2026-03-10 13:31:00+00:00,259.0350036621094,,408.947509765625
2026-03-10 13:32:00+00:00,259.760009765625,,408.40008544921875
2026-03-10 13:33:00+00:00,259.1499938964844,,407.2699890136719
2026-03-10 13:34:00+00:00,259.4200134277344,,407.62689208984375
2026-03-10 13:35:00+00:00,258.9849853515625,,406.95001220703125
2026-03-10 13:36:00+00:00,259.19000244140625,,406.5
2026-03-10 13:37:00+00:00,259.0899963378906,,407.0050048828125
2026-03-10 13:38:00+00:00,259.2900085449219,,406.5799865722656
2026-03-10 13:39:00+00:00,258.739990234375,,406.17999267578125
2026-03-10 13:40:00+00:00,258.8500061035156,,405.5198974609375
2026-03-10 13:41:00+00:00,258.6400146484375,,405.1449890136719
2026-03-10 13:42:00+00:00,258.45001220703125,,404.7250061035156
2026-03-10 13:43:00+00:00,258.25,,404.7200012207031
2026-03-10 13:44:00+00:00,258.9200134277344,,406.03961181640625
2026-03-10 13:45:00+00:00,258.5404968261719,,406.18499755859375
2026-03-10 13:46:00+00:00,258.5400085449219,,405.79998779296875
2026-03-10 13:47:00+00:00,257.91009521484375,,404.5950012207031
2026-03-10 13:48:00+00:00,258.32000732421875,,405.114990234375
2026-03-10 13:49:00+00:00,258.7300109863281,,405.5899963378906
2026-03-10 13:50:00+00:00,258.8699951171875,,405.6300048828125
2026-03-10 13:51:00+00:00,258.6499938964844,,405.8500061035156
2026-03-10 13:52:00+00:00,258.54998779296875,,405.8699035644531
2026-03-10 13:53:00+00:00,258.760009765625,,406.2449951171875
2026-03-10 13:54:00+00:00,258.2900085449219,,405.8599853515625
2026-03-10 13:55:00+00:00,258.139892578125,,405.42999267578125
2026-03-10 13:56:00+00:00,258.19500732421875,,405.20001220703125
2026-03-10 13:57:00+00:00,258.0400085449219,,405.33489990234375
2026-03-10 13:58:00+00:00,257.8999938964844,,405.1700134277344
2026-03-10 13:59:00+00:00,257.9649963378906,,404.8900146484375
2026-03-10 14:00:00+00:00,257.6400146484375,,404.1643981933594
2026-03-10 14:01:00+00:00,257.83270263671875,,404.32000732421875
2026-03-10 14:02:00+00:00,257.8399963378906,,404.2300109863281
2026-03-10 14:03:00+00:00,257.8900146484375,,403.7099914550781
2026-03-10 14:04:00+00:00,258.510009765625,,404.55999755859375
2026-03-10 14:05:00+00:00,258.9549865722656,,404.44500732421875
2026-03-10 14:06:00+00:00,258.80999755859375,,404.0
2026-03-10 14:07:00+00:00,258.7200012207031,,403.0450134277344
2026-03-10 14:08:00+00:00,258.614990234375,,403.239990234375
2026-03-10 14:09:00+00:00,258.4750061035156,,403.25
2026-03-10 14:10:00+00:00,258.70001220703125,,403.3550109863281
2026-03-10 14:11:00+00:00,258.6700134277344,,403.1300048828125
2026-03-10 14:12:00+00:00,258.93499755859375,,403.5201110839844
2026-03-10 14:13:00+00:00,259.17999267578125,,403.9200134277344
2026-03-10 14:14:00+00:00,259.1300048828125,,404.1199951171875
2026-03-10 14:15:00+00:00,258.6700134277344,,403.75
2026-03-10 14:16:00+00:00,258.8599853515625,,403.95001220703125
2026-03-10 14:17:00+00:00,258.8999938964844,,403.6199951171875
2026-03-10 14:18:00+00:00,258.94000244140625,,403.74249267578125
2026-03-10 14:19:00+00:00,259.3900146484375,,403.7200012207031
2026-03-10 14:20:00+00:00,259.739990234375,,404.2261962890625
2026-03-10 14:21:00+00:00,259.79998779296875,,403.81549072265625
2026-03-10 14:22:00+00:00,259.92999267578125,,403.94000244140625
2026-03-10 14:23:00+00:00,259.635009765625,,403.5400085449219
2026-03-10 14:24:00+00:00,259.635009765625,,403.37939453125
2026-03-10 14:25:00+00:00,259.8299865722656,,403.8200988769531
2026-03-10 14:26:00+00:00,260.0899963378906,,404.06500244140625
2026-03-10 14:27:00+00:00,260.110107421875,,404.2749938964844
2026-03-10 14:28:00+00:00,260.1099853515625,,404.5199890136719
2026-03-10 14:29:00+00:00,259.9700012207031,,404.4100036621094
2026-03-10 14:30:00+00:00,260.239990234375,,405.0249938964844
2026-03-10 14:31:00+00:00,260.20001220703125,,404.4549865722656
