Datetime,AAPL,GOOG,MSFT
2026-06-22 09:30:00-04:00,,356.55999755859375,377.25
2026-06-22 09:31:00-04:00,,355.07000732421875,376.70001220703125
2026-06-22 09:32:00-04:00,,355.0899963378906,375.7749938964844
2026-06-22 09:33:00-04:00,,353.61370849609375,375.67999267578125
2026-06-22 09:34:00-04:00,,353.4549865722656,375.5799865722656
2026-06-22 09:35:00-04:00,,355.2200012207031,375.2300109863281
2026-06-22 09:36:00-04:00,,354.7550048828125,376.2900085449219
2026-06-22 09:37:00-04:00,,355.739990234375,376.8599853515625
2026-06-22 09:38:00-04:00,,356.0400085449219,377.6000061035156
2026-06-22 09:39:00-04:00,,355.3699951171875,377.7349853515625
2026-06-22 09:40:00-04:00,,354.81500244140625,379.239990234375
2026-06-22 09:41:00-04:00,,353.79010009765625,378.80999755859375
2026-06-22 09:42:00-04:00,,354.1549987792969,378.6199951171875
2026-06-22 09:43:00-04:00,,354.70001220703125,379.1300048828125
2026-06-22 09:44:00-04:00,,353.5,379.4800109863281
2026-06-22 09:45:00-04:00,,353.2699890136719,380.4949951171875
2026-06-22 09:46:00-04:00,,353.0400085449219,380.2200012207031
2026-06-22 09:47:00-04:00,,353.5299987792969,379.9599914550781
2026-06-22 09:48:00-04:00,,353.57501220703125,379.45001220703125
2026-06-22 09:49:00-04:00,,354.375,379.419189453125
2026-06-22 09:50:00-04:00,,354.5400085449219,378.875
2026-06-22 09:51:00-04:00,,353.4800109863281,378.4700012207031
2026-06-22 09:52:00-04:00,,353.760009765625,378.760009765625
2026-06-22 09:53:00-04:00,,353.7349853515625,378.75
2026-06-22 09:54:00-04:00,,353.55999755859375,379.06500244140625
2026-06-22 09:55:00-04:00,,353.45001220703125,378.7799987792969
2026-06-22 09:56:00-04:00,,353.9549865722656,378.760009765625
2026-06-22 09:57:00-04:00,,353.69500732421875,378.6600036621094
2026-06-22 09:58:00-04:00,,353.5899963378906,379.1650085449219
2026-06-22 09:59:00-04:00,,353.6199951171875,379.8999938964844
2026-06-22 10:00:00-04:00,,353.0199890136719,380.5299987792969
2026-06-22 10:01:00-04:00,,353.1400146484375,380.3800048828125
2026-06-22 10:02:00-04:00,,352.35260009765625,379.0660095214844
2026-06-22 10:03:00-04:00,,351.9649963378906,378.4501037597656
2026-06-22 10:04:00-04:00,,352.0400085449219,378.30999755859375
2026-06-22 10:05:00-04:00,,352.0635070800781,378.659912109375
2026-06-22 10:06:00-04:00,,351.5849914550781,378.7110900878906
2026-06-22 10:07:00-04:00,,351.59271240234375,379.1914978027344
2026-06-22 10:08:00-04:00,,351.3955078125,378.7699890136719
2026-06-22 10:09:00-04:00,,351.8500061035156,378.6698913574219
