Datetime,AAPL,GOOG,MSFT
2026-09-18 09:30:00-04:00,336.6199951171875,352.53509521484375,
2026-09-18 09:31:00-04:00,338.44000244140625,353.090087890625,
2026-09-18 09:32:00-04:00,337.57000732421875,352.6300048828125,
2026-09-18 09:33:00-04:00,336.32501220703125,352.3599853515625,
2026-09-18 09:34:00-04:00,336.75,353.123291015625,
2026-09-18 09:35:00-04:00,336.7300109863281,354.0,
2026-09-18 09:36:00-04:00,336.8399963378906,353.8299865722656,
2026-09-18 09:37:00-04:00,336.760009765625,354.1400146484375,
2026-09-18 09:38:00-04:00,337.0293884277344,353.364990234375,
2026-09-18 09:39:00-04:00,336.62188720703125,353.6050109863281,
2026-09-18 09:40:00-04:00,336.3500061035156,354.80999755859375,
2026-09-18 09:41:00-04:00,336.17498779296875,354.2950134277344,
2026-09-18 09:42:00-04:00,335.489990234375,354.5450134277344,
2026-09-18 09:43:00-04:00,335.54998779296875,352.2699890136719,
2026-09-18 09:44:00-04:00,335.760009765625,352.3699951171875,
2026-09-18 09:45:00-04:00,336.2550048828125,352.23968505859375,
2026-09-18 09:46:00-04:00,336.010009765625,351.92999267578125,
2026-09-18 09:47:00-04:00,335.8800048828125,350.7200012207031,
2026-09-18 09:48:00-04:00,335.489990234375,350.9949951171875,
2026-09-18 09:49:00-04:00,335.2200012207031,350.80999755859375,
2026-09-18 09:50:00-04:00,335.2699890136719,350.92999267578125,
2026-09-18 09:51:00-04:00,335.239990234375,351.0799865722656,
2026-09-18 09:52:00-04:00,335.489990234375,351.1600036621094,
2026-09-18 09:53:00-04:00,335.3450012207031,351.3500061035156,
2026-09-18 09:54:00-04:00,335.2250061035156,350.79998779296875,
2026-09-18 09:55:00-04:00,335.2405090332031,351.239990234375,
2026-09-18 09:56:00-04:00,335.18719482421875,351.2799987792969,
2026-09-18 09:57:00-04:00,335.2099914550781,350.9649963378906,
2026-09-18 09:58:00-04:00,335.0950012207031,351.2749938964844,
2026-09-18 09:59:00-04:00,334.989990234375,351.3900146484375,
2026-09-18 10:00:00-04:00,334.9700012207031,350.9200134277344,
2026-09-18 10:01:00-04:00,335.2650146484375,351.510009765625,
2026-09-18 10:02:00-04:00,335.125,350.489990234375,
2026-09-18 10:03:00-04:00,335.19500732421875,350.6199951171875,
2026-09-18 10:04:00-04:00,335.0950012207031,350.5450134277344,
2026-09-18 10:05:00-04:00,335.4599914550781,350.3399963378906,
2026-09-18 10:06:00-04:00,334.94000244140625,350.3999938964844,
2026-09-18 10:07:00-04:00,334.7349853515625,350.45001220703125,
